5	37	3	32785	0
5	32	2	4194305	1
5	34	2	4194305	1
5	43	2	4194305	1
5	24	2	8193	1
5	39	2	8193	0
5	32	2	8194	0
5	19	2	8194	0
5	27	2	8194	0
5	35	2	8194	1
5	27	2	8194	0
5	33	2	2097153	1
5	19	4	270353	1
5	38	4	270353	0
5	32	4	270353	1
5	34	4	270353	0
5	41	4	270353	0
5	18	4	270353	0
5	34	3	32786	1
5	32	3	32785	1
5	37	3	32785	1
5	36	3	32785	0
5	29	2	65540	1
5	20	3	32785	1
5	35	3	32785	1
5	34	3	32785	1
5	21	2	17	1
5	29	3	32785	0
5	38	3	32785	1
5	28	2	8388610	1
5	29	2	8388610	1
5	33	2	8194	1
5	42	2	16777218	1
5	24	2	65537	1
5	31	3	32785	1
5	40	3	32785	1
5	19	3	32785	1
5	35	3	32785	0
5	40	3	32785	1
5	39	4	33041	1
5	27	4	36874	1
5	29	4	36874	1
5	17	4	36874	1
5	19	3	32785	0
5	28	2	2097153	1
5	35	3	32785	0
5	33	3	1114113	1
5	25	3	36866	0
5	17	3	32785	1
5	39	3	32785	1
5	39	3	32785	0
5	32	3	32785	1
5	31	3	36868	1
5	20	2	2097156	1
5	29	4	32913	1
5	37	3	786688	0
5	31	2	2097154	1
5	42	2	2097154	1
5	39	3	1056770	1
5	33	3	16842753	1
5	36	2	8193	1
5	28	2	65	0
5	24	5	36905	0
5	39	2	16386	1
5	35	3	32786	0
5	37	3	32786	1
5	35	2	16385	1
5	51	2	16385	1
5	26	5	36905	0
5	17	2	8193	1
5	35	2	513	1
5	34	2	130	0
4	11	2	132	0
4	15	3	32786	1
4	13	3	32786	0
4	16	2	2097153	1
4	13	3	32785	0
4	10	2	262145	0
4	19	3	33793	1
4	12	2	130	1
4	22	2	130	1
4	16	2	8388609	1
4	18	3	524417	1
4	30	3	32786	0
4	13	3	262161	0
4	13	3	262161	1
4	10	3	786433	0
4	19	3	786433	0
4	14	4	1572993	1
4	17	2	8193	1
4	15	3	6145	1
4	11	2	129	0
4	11	3	8322	0
4	18	3	8322	1
4	17	2	65540	1
4	23	2	8196	1
4	10	3	294916	1
4	21	3	36865	1
4	16	2	4194306	1
4	18	2	4097	1
4	12	4	8527873	1
4	33	4	8527873	0
4	16	3	32785	1
4	14	3	33793	1
4	14	3	33793	1
4	13	3	33793	1
4	13	3	33793	1
4	12	3	33793	1
4	12	3	33793	1
4	14	3	33793	1
4	14	3	33793	1
4	14	3	33793	0
4	14	3	33793	0
4	18	3	33793	1
4	24	3	33793	1
4	24	3	33793	1
4	16	3	33793	1
4	16	2	16385	1
4	17	5	20521	1
4	13	3	16417	1
4	32	2	16388	0
4	18	2	129	1
4	16	3	65569	1
4	14	2	65540	1
4	18	2	32772	0
4	23	3	33793	1
4	15	2	16385	1
4	34	2	65540	1
4	15	2	2097153	1
4	23	2	4194305	1
4	14	2	4194305	1
4	18	2	8193	1
4	14	2	65	0
4	15	2	8193	1
4	17	2	8193	1
4	15	3	65541	1
4	18	3	65541	1
4	14	2	8193	1
4	16	2	16385	1
4	14	2	16385	1
4	10	2	16385	1
4	12	3	8396801	1
4	16	3	8396801	1
4	17	3	10485761	1
4	100	3	8396801	0
4	20	3	33793	1
4	16	2	132	1
4	19	2	132	1
4	11	2	132	0
4	16	2	16385	1
4	15	3	786433	1
4	14	2	8193	1
4	15	4	1114241	1
4	15	3	32785	1
4	15	3	32785	1
4	17	2	8388609	1
4	14	2	4194305	1
4	15	2	8193	0
4	16	2	8193	0
4	14	2	8194	1
4	14	2	8194	0
4	18	4	270353	1
4	15	4	270353	1
4	13	3	32786	0
4	15	3	32785	1
4	14	2	65540	1
4	17	3	32785	1
4	19	2	4194305	1
4	15	2	16385	1
4	20	3	32778	0
4	18	2	8193	1
4	14	2	65537	1
4	14	3	32785	0
4	18	3	32785	1
4	20	3	32777	0
4	21	2	8193	0
4	14	3	36866	1
4	15	3	32785	0
4	16	2	2097153	1
4	18	3	36866	0
4	19	3	36866	0
4	10	3	36868	0
4	30	3	36868	0
4	18	3	786688	0
4	18	1	256	1
4	16	2	2097154	1
4	23	2	2097154	1
4	15	3	32785	1
4	18	2	65537	0
4	19	3	16641	1
4	16	2	16385	1
4	9	2	65	0
4	14	2	32769	0
4	14	3	32786	0
4	13	2	16385	1
4	16	2	65538	1
4	20	2	16385	0
4	18	2	16385	1
4	23	2	16385	1
4	18	5	36905	0
4	15	2	65540	1
4	16	3	163841	1
4	15	2	8388609	1
4	14	2	65	0
4	13	2	16385	1
4	18	2	32769	0
4	18	2	65537	1
4	19	2	65540	1
4	15	3	32785	1
4	13	2	513	1
4	13	2	130	1
4	11	2	129	0
3	20	1	4	1
3	10	3	32786	0
3	12	3	32786	0
3	16	1	256	1
3	7	2	8193	0
3	7	2	16385	0
3	7	2	16385	0
3	12	3	32786	1
3	10	4	294929	0
3	10	4	294929	0
3	11	3	262177	0
3	13	2	65540	1
3	14	3	33793	1
3	14	2	8193	1
3	12	3	16842754	1
3	16	2	65540	0
3	11	2	16385	1
3	12	2	16385	0
3	8	2	65540	0
3	11	2	65540	0
3	8	2	65540	0
3	9	2	65540	0
3	13	3	32777	0
3	10	3	32786	0
3	13	2	16385	1
3	16	2	65540	0
3	11	2	2097156	1
3	13	2	8193	1
3	10	4	1572993	0
3	12	4	1572993	0
3	9	3	6145	0
3	13	2	32770	1
3	12	3	32786	0
3	10	2	65540	1
3	11	2	32772	1
3	12	2	2097156	1
3	7	2	262148	0
3	8	1	4	0
3	10	2	8193	0
3	13	2	16385	0
3	10	3	36865	0
3	16	3	6145	0
3	9	3	36865	0
3	11	2	513	0
3	11	3	33793	0
3	11	3	33793	0
3	12	3	33793	0
3	9	3	33793	1
3	12	3	33793	0
3	11	3	33793	0
3	13	3	33793	0
3	12	3	33793	0
3	11	3	33793	0
3	10	3	33793	0
3	11	3	32785	0
3	11	2	16385	0
3	12	2	8193	1
3	12	3	16777249	0
3	12	6	53289	0
3	11	3	16417	0
3	9	2	262145	0
3	6	2	65537	0
3	14	2	16385	0
3	11	3	32786	0
3	6	2	32769	0
3	11	3	65569	0
3	20	2	2097154	1
3	10	2	36	0
3	9	2	65540	0
3	12	2	16385	1
3	10	3	786436	0
3	15	2	2304	0
3	11	2	4194305	1
3	12	2	4194305	1
3	10	2	4194305	1
3	22	3	49156	0
3	21	2	4100	0
3	12	3	786433	0
3	8	3	6145	0
3	11	3	65541	0
3	12	2	8193	0
3	12	2	16385	0
3	13	2	16385	1
3	8	4	786561	0
3	9	2	8193	0
3	9	2	132	0
3	12	2	16385	1
3	11	3	786433	0
3	10	4	1114241	0
3	6	3	6145	0
3	11	2	2097154	1
3	8	3	32786	0
3	13	2	8196	1
3	13	2	8388609	1
3	12	3	32785	0
3	9	3	163841	0
3	8	2	32769	0
3	8	3	8202	1
3	12	2	8194	0
3	8	3	8202	0
3	11	3	8202	0
3	14	2	65540	0
3	7	1	1	0
3	10	2	513	0
3	6	3	65545	1
3	10	3	270337	0
3	13	5	270609	1
3	12	3	32786	0
3	12	3	32785	0
3	10	2	65540	1
3	14	3	786433	0
3	13	3	32777	0
3	12	3	32785	0
3	13	2	8194	0
3	9	2	262145	0
3	16	1	256	1
3	8	3	32785	0
3	12	2	8193	0
3	8	2	65537	0
3	11	3	32785	0
3	10	3	32785	0
3	15	2	65540	0
3	12	2	65540	1
3	9	2	65540	0
3	11	3	32785	0
3	15	2	262145	0
3	10	3	32785	0
3	11	4	36874	0
3	8	3	36866	0
3	13	3	786433	0
3	11	2	32769	0
3	8	3	36865	0
3	19	1	4	1
3	8	2	65537	0
3	10	3	32785	0
3	12	2	16388	0
3	12	2	32772	0
3	13	2	32772	0
3	12	2	16388	0
3	7	3	786688	0
3	10	2	8388609	1
3	13	2	8193	0
3	16	1	256	1
3	10	2	2097153	1
3	12	3	36865	0
3	10	2	65537	0
3	9	2	16385	0
3	9	2	16385	0
3	10	2	65540	0
3	11	2	8388609	1
3	12	2	32769	1
3	8	3	32785	0
3	80	2	4352	0
3	11	3	32786	0
3	12	2	16385	1
3	11	2	32770	0
3	9	2	16385	0
3	21	3	32786	0
3	9	2	16385	1
3	8	2	16385	0
3	10	2	16385	0
3	8	2	32770	0
3	10	2	513	0
3	14	2	8193	1
3	20	1	4	1
3	9	2	262145	0
3	9	2	16388	0
3	14	3	786433	0
3	7	1	256	0
3	7	2	65537	0
3	6	2	262145	0
3	11	2	130	0
3	14	2	514	0
2	5	2	132	0
2	6	3	32786	0
2	6	3	32785	0
2	3	2	262145	0
2	1	3	32786	0
2	6	2	129	0
2	5	2	130	0
2	10	3	32777	0
2	3	2	2097156	0
2	6	3	262161	0
2	2	2	262146	0
2	1	2	262146	0
2	3	3	786433	0
2	7	4	1572993	0
2	5	2	129	0
2	5	3	8322	0
2	3	3	294916	0
2	3	1	1	0
2	7	2	8388609	0
2	8	2	4194306	0
2	4	2	8193	0
2	2	2	262146	0
2	5	3	139265	0
2	6	4	10616833	0
2	1	2	262145	0
2	6	1	1	0
2	5	3	36866	0
2	6	3	16777249	0
2	7	3	16417	0
2	2	2	8193	0
2	1	3	65546	0
2	4	3	262273	0
2	5	3	36866	0
2	6	2	2097153	0
2	3	1	1	0
2	3	2	262145	0
2	9	2	4194305	0
2	2	2	16385	0
2	4	2	262146	0
2	4	2	16385	0
2	6	3	8396801	0
2	2	3	32777	0
2	5	2	132	0
2	4	2	4098	0
2	3	3	262274	0
2	4	2	262145	0
2	8	2	4194305	0
2	9	2	8194	0
2	7	4	270353	0
2	6	3	32786	0
2	10	3	32777	0
2	8	3	32785	0
2	8	2	8388610	0
2	5	2	262145	0
2	3	3	262273	0
2	2	2	262145	0
2	7	3	32785	0
2	2	2	262145	0
2	5	2	262145	0
2	4	2	262145	0
2	1	3	65545	0
2	2	3	65545	0
2	4	3	36865	0
2	7	3	32785	0
2	3	3	36868	0
2	4	3	36866	0
2	3	3	6146	0
2	6	2	2097154	0
2	1	2	65537	0
2	1	2	65537	0
2	4	2	4097	0
2	4	3	36866	0
2	2	2	65537	0
2	6	2	8388609	0
2	2	2	65	0
2	1	2	262146	0
2	2	2	65538	0
2	1	3	36865	0
2	4	2	32769	0
2	4	2	8193	0
2	9	2	130	0
2	5	2	129	0
1	1	1	4	0
1	5	3	32786	0
1	2	2	8193	0
1	1	2	16385	0
1	2	2	16385	0
1	2	2	16385	0
1	1	1	2	0
1	1	2	32769	0
1	3	2	65	0
1	5	3	32786	0
1	3	2	65	0
1	3	2	65	0
1	4	2	262145	0
1	2	2	262145	0
1	4	3	6145	0
1	5	3	36865	0
1	4	3	36865	0
1	3	2	65	0
1	4	2	262145	0
1	1	2	65537	0
1	3	2	32769	0
1	2	3	270338	0
1	4	2	262145	0
1	3	2	65	0
1	5	2	2097153	0
1	4	2	4194305	0
1	4	2	4194305	0
1	4	2	4194305	0
1	5	2	4194305	0
1	3	2	65	0
1	4	3	6145	0
1	2	4	786561	0
1	1	2	262145	0
1	1	3	6145	0
1	3	3	32786	0
1	4	3	163841	0
1	4	3	270337	0
1	3	2	32769	0
1	2	1	1	0
1	3	3	8202	0
1	2	2	16385	0
1	2	2	16385	0
1	2	1	1	0
1	1	3	65545	0
1	2	3	786433	0
1	3	2	65	0
1	3	2	65	0
1	3	2	262145	0
1	1	1	1	0
1	4	2	262145	0
1	3	2	65	0
1	3	3	32785	0
1	3	2	65537	0
1	4	2	65540	0
1	5	3	32785	0
1	3	3	36866	0
1	2	2	4097	0
1	1	1	4	0
1	3	2	65537	0
1	2	2	262145	0
1	2	2	8388609	0
1	1	1	4	0
1	4	3	786688	0
1	3	2	65	0
1	4	2	2097153	0
1	2	2	4097	0
1	3	2	8388609	0
1	4	2	16385	0
1	4	2	16385	0
1	4	2	8388609	0
1	3	3	32785	0
1	4	2	16385	0
1	4	2	16385	0
1	1	1	2	0
1	2	4	794625	0
1	3	2	32770	0
1	3	2	8388609	0
1	3	2	65	0
1	2	2	8193	0
1	1	1	1	0
1	4	2	262145	0
1	4	1	256	0
1	1	2	65537	0
1	2	2	262145	0
